,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,代码Code,证券名称Securities,"发行量IssuedVolume10,000","流通量ListedVolume10,000","2018年1月- 11月January-November, 2018",,"2018年11月November, 2018",市盈率P/ERatio,,,,,,,,
1,最高价High,最低价Low,成交数量Volume,成交金额Turnover,,最高价High,最低价Low,收市价Close,升跌幅±%,成交数量Volume,成交金额Turnover,,,,,
1510,150146,高贝塔B,302,302,1.497,0.367,914,572,,0.613,0.485,0.5529999999999999,9.72,289.0,155.0,46.21
1511,150148,医药800A,4098,4098,1.196,0.905,497,522,,1.068,1.019,1.058,1.73,3.0,3.0,104.5
1512,150149,医药800B,4098,4098,1.090,0.419,11287,8721,,0.578,0.472,0.5379999999999999,14.23,1798.0,962.0,54.9
1513,150150,有色800A,1997,1997,1.010,0.803,5593,5285,,0.995,0.983,0.995,0.61,378.0,374.0,104.5
1514,150151,有色800B,1997,1997,1.690,0.547,1000,1056,,0.778,0.547,0.6,-5.81,199.0,135.0,54.1
1515,150152,创业板A,261922,261922,1.000,0.892,1450902,1382110,,0.987,0.960,0.985,2.18,87307.0,84471.0,101.5
1516,150153,创业板B,261922,261922,1.114,0.248,8277492,5077291,,0.926,0.761,0.799,1.52,817229.0,690323.0,75.7
1517,150157,金融A,42150,42150,1.033,0.880,39982,37958,,0.994,0.890,0.9940000000000001,0.3,2266.0,2243.0,104.5
1518,150158,金融B,42150,42150,1.329,0.702,36729,37982,,0.905,0.801,0.8190000000000001,-5.54,2710.0,2325.0,75.9
1519,150164,可转债A,1038,1038,1.063,0.901,726,703,,1.020,0.970,1.01,1.1,16.0,16.0,104.4
1520,150165,可转债B,445,445,1.413,0.788,608,693,,1.219,0.788,0.865,-19.61,43.0,42.0,78.1
1521,150167,银华300A,2025,2025,1.095,0.859,2598,2481,,1.033,0.980,1.004,-1.38,271.0,271.0,105.0
1522,150168,银华300B,2025,2025,1.358,0.599,297,296,,0.790,0.599,0.6779999999999999,-14.18,39.0,27.0,50.4
1523,150169,恒生A,9172,9172,0.999,0.925,18140,17287,,0.988,0.980,0.988,0.51,756.0,744.0,104.1
1524,150170,恒生B,9172,9172,1.689,1.198,12730,18903,,1.349,1.200,1.33,9.38,287.0,369.0,128.7
1525,150171,证券A,47070,47070,0.991,0.866,553736,520399,,0.970,0.942,0.9620000000000001,0.1,8139.0,7822.0,100.54
1526,150172,证券B,47070,47070,1.639,0.284,1219363,918374,,1.639,1.370,1.444,3.44,49001.0,72584.0,138.0
1527,150173,TMT中证A,1736,1736,0.995,0.881,19151,18223,,0.975,0.952,0.9670000000000001,-0.92,112.0,108.0,102.0
1528,150174,TMT中证B,1736,1736,1.170,0.286,7323,4204,,0.885,0.691,0.742,8.01,78.0,62.0,70.6
1529,150175,恒中企A,100606,100606,0.999,0.869,226068,214214,,0.999,0.986,0.998,0.91,19347.0,19214.0,104.99
1530,150176,恒中企B,100606,100606,1.439,0.888,190817,210101,,1.007,0.920,0.982,7.56,13506.0,13081.0,93.46
1531,150177,证保A,7061,7061,1.185,0.852,12592,12005,,1.077,0.976,0.986,0.2,1026.0,1010.0,104.1
1532,150178,证保B,7061,7061,1.786,0.770,6594,8621,,1.163,0.980,1.015,-1.46,862.0,925.0,93.9
1533,150179,信息A,1704,1704,1.187,0.896,668,657,,0.999,0.975,0.98,-1.11,63.0,62.0,104.1
1534,150180,信息B,1704,1704,1.620,0.610,1042,1311,,0.858,0.700,0.736,2.22,105.0,83.0,66.1
1535,150181,军工A,55924,55924,1.001,0.866,575701,551064,,0.961,0.945,0.9540000000000001,-0.31,16431.0,15671.0,100.6
1536,150182,军工B,55924,55924,1.188,0.285,1612943,876041,,1.188,1.016,1.069,6.26,60443.0,65749.0,102.0
1537,150184,环保A,4674,4674,1.057,0.881,5480,5358,,1.057,0.961,0.9670000000000001,0.21,1.0,1.0,101.02
1538,150185,环保B,4674,4674,1.050,0.243,40795,23793,,0.998,0.801,0.898,11.14,1342.0,1233.0,86.54
1539,150186,军工A级,4289,4289,1.000,0.866,35762,33542,,0.975,0.951,0.961,0.31,156.0,150.0,101.57
1540,150187,军工B级,4289,4289,1.567,0.320,11824,8973,,0.940,0.811,0.857,5.41,257.0,224.0,78.99
1541,150188,转债优先,3876,3876,1.029,0.963,4307,4269,,1.029,1.018,1.0290000000000001,0.78,135.0,138.0,104.3
1542,150189,转债进取,1661,1661,0.870,0.541,808,548,,0.663,0.589,0.612,3.2,50.0,30.0,59.0
1543,150190,NCF环保A,1003,1003,1.093,0.939,6054,5894,,0.971,0.960,0.97,0.21,42.0,40.0,100.7
1544,150191,NCF环保B,1003,1003,1.458,0.405,665,605,,1.458,1.028,1.139,9.2,45.0,54.0,110.3
1545,150192,地产A,2643,2643,1.178,0.898,277,283,,1.059,0.990,1.045,-1.32,1.0,1.0,104.1
1546,150193,地产B,2643,2643,1.771,0.508,7608,9383,,0.880,0.700,0.76,8.57,429.0,340.0,78.5
1547,150194,互联网A,25915,25915,0.993,0.858,68879,64270,,0.993,0.981,0.993,0.51,11379.0,11226.0,104.3
1548,150195,互联网B,25915,25915,1.389,0.418,68177,58471,,0.637,0.500,0.529,9.3,20313.0,11501.0,46.3
1549,150196,有色A,38839,38839,1.019,0.916,77217,75438,,1.019,1.005,1.018,0.79,16591.0,16763.0,104.99
1550,150197,有色B,38839,38839,1.499,0.344,239329,215420,,0.544,0.400,0.442,-6.75,53873.0,26158.0,39.45
1551,150198,食品A,5931,5931,1.196,0.951,6327,6748,,1.100,1.029,1.05,-3.58,2270.0,2374.0,104.99
1552,150199,食品B,5931,5931,1.854,0.851,38344,56393,,1.092,0.923,1.07,16.81,2778.0,2816.0,103.63
1553,150200,券商A,179622,179622,0.990,0.870,774726,726536,,0.986,0.971,0.9840000000000001,0.1,77010.0,75254.0,103.58
1554,150201,券商B,179622,179622,1.287,0.264,3425946,2225773,,0.916,0.713,0.762,5.83,524104.0,415857.0,69.38
1555,150203,传媒A,1756,1756,0.998,0.861,17300,16293,,0.963,0.952,0.963,0.21,369.0,353.0,101.7
1556,150204,传媒B,1756,1756,1.164,0.260,15193,9797,,0.844,0.641,0.7290000000000001,17.39,654.0,507.0,67.1
1557,150205,国防A,78882,78882,1.004,0.863,227865,217198,,1.004,0.993,1.002,0.4,28806.0,28759.0,104.5
1558,150206,国防B,78882,78882,0.986,0.320,601065,333109,,0.516,0.385,0.41200000000000003,1.23,208590.0,92426.0,37.1
1559,150207,地产A端,248,248,1.333,0.900,984,967,,0.996,0.937,0.983,0.41,24.0,24.0,101.81
1560,150208,地产B端,248,248,1.298,0.253,4599,2866,,1.298,0.951,1.099,25.31,38.0,39.0,105.43
1561,150209,国企改A,93664,93664,1.001,0.870,150843,142762,,1.001,0.985,0.993,0.2,21777.0,21599.0,104.3
1562,150210,国企改B,93664,93664,1.146,0.402,114467,91640,,0.537,0.462,0.48100000000000004,3.89,14173.0,7123.0,42.7
1563,150211,新能车A,8523,8523,1.003,0.889,173000,164788,,0.974,0.924,0.973,0.83,3613.0,3492.0,101.5
1564,150212,新能车B,8523,8523,1.110,0.253,257207,164058,,0.879,0.711,0.8420000000000001,18.93,6803.0,5499.0,77.3
1565,150213,成长A级,862,862,1.007,0.886,45591,43033,,0.966,0.953,0.966,1.15,95.0,91.0,100.6
1566,150214,成长B级,862,862,1.337,0.240,38154,18092,,1.315,1.013,1.077,-0.19,150.0,170.0,100.0
1567,150215,TMTA,1173,1173,1.367,0.960,531,558,,1.325,1.325,1.325,0.0,0.0,0.0,104.08
1568,150216,TMTB,1173,1173,1.526,0.374,2639,1791,,0.615,0.411,0.48200000000000004,6.87,1055.0,549.0,46.4
1569,150217,新能源A,2220,2220,0.992,0.826,18741,17811,,0.965,0.954,0.965,0.21,158.0,152.0,102.0
1570,150218,新能源B,2220,2220,1.105,0.296,13647,7802,,0.870,0.704,0.8320000000000001,15.88,235.0,190.0,73.8
1571,150219,健康A,16552,16552,1.250,0.972,2581,2814,,1.140,1.030,1.03,-9.65,5.0,5.0,105.5
1572,150220,健康B,16552,16552,0.921,0.331,20723,14192,,0.493,0.401,0.449,12.81,3338.0,1499.0,45.9
1573,150221,中航军A,32480,32480,1.119,0.992,221590,227518,,1.070,1.054,1.069,0.66,7571.0,8051.0,105.3
1574,150222,中航军B,32480,32480,1.340,0.214,599274,308058,,0.800,0.685,0.716,3.17,15466.0,11357.0,72.3
1575,150223,证券A级,28602,28602,1.148,0.965,707754,709880,,1.148,1.013,1.047,3.15,14124.0,14420.0,100.8
1576,150224,证券B级,28602,28602,1.537,0.250,3202014,1667853,,1.537,1.285,1.337,2.22,51924.0,71821.0,135.8
1577,150225,证保A级,1597,1597,1.079,0.830,279,273,,1.015,0.982,0.995,-3.02,7.0,7.0,104.97
1578,150226,证保B级,1597,1597,1.647,0.650,427,493,,1.044,0.835,0.9109999999999999,0.55,10.0,9.0,86.27
1579,150227,银行A,180472,180472,0.997,0.866,372513,345865,,0.996,0.940,0.95,-5.0,37918.0,35930.0,100.4
1580,150228,银行B,180472,180472,1.340,0.646,1225360,1102972,,0.851,0.745,0.769,-6.11,158995.0,126135.0,69.8
1581,150229,酒A,459,459,1.100,0.899,2620,2570,,0.996,0.940,0.951,-4.9,270.0,256.0,100.4
1582,150230,酒B,459,459,2.010,0.371,3630,5101,,1.270,0.371,1.146,9.35,209.0,237.0,104.8
1583,150231,电子A,1072,1072,1.221,0.935,427,435,,1.040,0.937,1.0190000000000001,0.0,26.0,26.0,102.44
1584,150232,电子B,1072,1072,1.422,0.365,1555,1575,,0.626,0.441,0.503,16.98,171.0,88.0,45.1
1585,150235,券商A级,2762,2762,1.099,0.900,5086,4968,,1.000,0.965,0.97,-2.9,308.0,299.0,101.5
1586,150236,券商B级,2762,2762,1.305,0.245,42476,23232,,1.305,0.998,1.158,7.72,1198.0,1388.0,107.9
1587,150237,环保A级,479,479,1.104,0.898,166,161,,1.007,0.950,0.9570000000000001,-4.11,64.0,62.0,100.4
1588,150238,环保B级,479,479,1.388,0.373,235,148,,0.546,0.407,0.40700000000000003,-5.79,121.0,57.0,36.4
1589,150241,银行A级,3433,3433,1.055,0.820,3317,3146,,0.993,0.981,0.987,0.0,426.0,420.0,104.3
1590,150242,银行B级,3433,3433,1.428,0.810,3466,4097,,1.080,0.846,0.937,-4.68,59.0,57.0,87.9
1591,150243,创业A,6900,6900,1.006,0.866,50136,47850,,0.960,0.948,0.958,0.21,2702.0,2581.0,101.2
1592,150244,创业B,6900,6900,1.118,0.275,108781,65453,,0.982,0.830,0.8640000000000001,3.6,6634.0,6029.0,79.8
1593,150245,互联A,674,674,1.100,0.784,212,207,,1.009,0.940,0.955,-2.86,53.0,51.0,100.4
1594,150246,互联B,674,674,1.168,0.543,572,462,,0.701,0.543,0.613,-8.23,132.0,79.0,48.6
1595,150247,传媒A级,1853,1853,0.997,0.902,24701,23791,,0.989,0.981,0.988,0.51,568.0,559.0,102.41
1596,150248,传媒B级,1853,1853,1.117,0.273,14684,9956,,0.840,0.635,0.738,16.59,1328.0,1002.0,67.19
1597,150249,银行A端,1642,1642,0.993,0.879,471,451,,0.988,0.986,0.988,0.1,4.0,4.0,104.3
1598,150250,银行B端,1642,1642,1.419,0.751,1188,1361,,1.029,0.858,0.89,-4.4,23.0,21.0,83.64
1599,150251,煤炭A,1762,1762,1.101,0.856,1088,1029,,1.056,0.960,0.991,0.41,4.0,4.0,104.3
1600,150252,煤炭B,1762,1762,1.661,0.597,4854,5952,,0.798,0.666,0.68,-10.41,143.0,107.0,62.12
1601,150255,银行业A,5035,5035,1.006,0.843,15772,14532,,0.974,0.950,0.966,0.21,98.0,94.0,102.23
1602,150256,银行业B,5035,5035,1.342,0.656,3044,3293,,0.950,0.793,0.8190000000000001,-13.79,2.0,2.0,73.17
1603,150257,生物A,705,705,1.119,0.858,897,835,,0.975,0.958,0.97,0.52,38.0,37.0,102.23
1604,150258,生物B,705,705,1.779,0.663,315,360,,0.885,0.663,0.86,24.82,62.0,46.0,72.33
1605,150259,重组A,995,995,0.994,0.888,16974,16179,,0.968,0.956,0.9640000000000001,0.1,195.0,187.0,101.91
1606,150260,重组B,995,995,1.114,0.233,2190,1155,,0.778,0.631,0.685,12.85,25.0,17.0,60.27
1607,150261,医疗A,6565,6565,1.110,0.914,5591,5556,,1.110,1.008,1.018,0.89,351.0,356.0,105.26
1608,150262,医疗B,6565,6565,1.150,0.501,12091,11081,,0.755,0.610,0.677,11.53,449.0,308.0,62.52
1609,150263,1000A,159,159,1.072,0.934,67,66,,1.029,1.000,1.004,-0.59,1.0,1.0,104.52
1610,150264,1000B,159,159,1.111,0.322,120,73,,0.517,0.382,0.46,17.65,28.0,13.0,39.64
1611,150265,一带A,6560,6560,1.225,0.932,3319,3311,,1.058,1.000,1.016,0.4,581.0,589.0,105.3
1612,150266,一带B,6560,6560,1.410,0.663,2359,2574,,0.887,0.731,0.775,2.11,153.0,125.0,74.1
1613,150267,银行A类,1527,1527,1.031,0.897,4458,4211,,1.031,0.995,1.004,-1.57,128.0,128.0,104.97
1614,150268,银行B类,1527,1527,1.461,0.746,883,948,,1.090,0.859,0.981,4.36,10.0,10.0,82.45
1615,150269,白酒A,11395,11395,0.989,0.855,56335,52521,,0.989,0.978,0.9890000000000001,0.51,6948.0,6840.0,104.3
1616,150270,白酒B,11395,11395,1.722,0.665,134422,165388,,0.808,0.690,0.804,17.72,23484.0,17723.0,68.52
1617,150271,生物药A,894,894,1.068,0.861,487,461,,0.989,0.972,0.985,0.72,24.0,24.0,104.3
1618,150272,生物药B,894,894,1.507,0.793,545,651,,1.010,0.822,0.94,-2.79,41.0,38.0,85.82
1619,150273,带路A,991,991,1.019,0.890,3067,2984,,0.970,0.954,0.9640000000000001,0.21,113.0,109.0,101.9
1620,150274,带路B,991,991,1.196,0.265,2527,1514,,1.147,0.893,0.9329999999999999,-13.93,79.0,80.0,91.1
1621,150275,一带一A,5017,5017,0.994,0.849,57264,54130,,0.966,0.956,0.965,0.21,289.0,278.0,102.0
1622,150276,一带一B,5017,5017,1.178,0.264,36350,21875,,1.048,0.911,0.9640000000000001,1.47,218.0,215.0,89.6
1623,150277,高铁A,2393,2393,0.997,0.816,11465,10731,,0.962,0.949,0.961,0.21,133.0,128.0,101.1
1624,150278,高铁B,2393,2393,1.239,0.310,8717,5745,,0.778,0.642,0.706,5.06,236.0,164.0,65.3
1625,150279,新能A,126,126,1.056,0.847,257,250,,0.991,0.941,0.991,5.31,13.0,12.0,101.4
1626,150280,新能B,126,126,1.199,0.332,163,115,,1.067,0.876,0.965,-9.56,9.0,9.0,93.0
1627,150281,金融地A,1638,1638,1.110,0.886,3563,3435,,1.010,0.998,1.008,0.8,878.0,883.0,105.0
1628,150282,金融地B,1638,1638,0.996,0.407,748,517,,0.701,0.463,0.507,-12.13,112.0,59.0,40.6
1629,150283,SW医药A,3622,3622,1.051,0.881,7230,6706,,0.967,0.958,0.965,0.1,357.0,343.0,102.0
1630,150284,SW医药B,3622,3622,1.300,0.454,2099,2196,,0.704,0.531,0.619,15.92,58.0,35.0,52.66
1631,150287,钢铁A,3572,3572,1.032,0.904,84679,83361,,1.032,0.964,0.9670000000000001,-1.58,25572.0,25741.0,100.1
1632,150288,钢铁B,3572,3572,1.111,0.333,239778,150785,,1.040,0.341,0.855,-35.53,25679.0,13141.0,81.9
1633,150289,煤炭A级,17394,17394,1.002,0.902,138117,134338,,0.993,0.980,0.993,0.61,5370.0,5304.0,102.7
1634,150290,煤炭B级,17394,17394,1.099,0.264,768019,407561,,0.863,0.716,0.738,-10.44,19077.0,15601.0,68.7
1635,150291,银行A份,6320,6320,1.058,0.914,19723,19183,,1.019,0.914,1.0190000000000001,0.69,1050.0,1062.0,105.3
1636,150292,银行B份,6320,6320,1.100,0.500,4935,4261,,0.718,0.603,0.621,-9.61,88.0,55.0,59.2
1637,150293,高铁A级,390,390,1.048,0.887,454,445,,1.024,1.000,1.02,0.49,38.0,39.0,105.47
1638,150294,高铁B级,390,390,1.088,0.431,127,78,,0.579,0.451,0.503,-1.37,22.0,11.0,43.69
1639,150295,改革A,3253,3253,1.005,0.880,4517,4286,,1.005,0.981,1.004,0.4,563.0,564.0,104.97
1640,150296,改革B,3253,3253,1.254,0.518,1331,1318,,0.690,0.518,0.5870000000000001,-11.2,59.0,36.0,53.43
1641,150297,互联A级,253,253,1.088,0.926,1122,1119,,0.979,0.970,0.97,0.0,18.0,17.0,101.72
1642,150298,互联B级,253,253,1.064,0.270,2222,1119,,1.035,0.706,1.035,40.82,2.0,2.0,79.96
1643,150299,银行股A,40907,40907,1.019,0.911,95017,92652,,1.019,1.009,1.0190000000000001,0.79,9371.0,9490.0,105.26
1644,150300,银行股B,40907,40907,1.078,0.496,125812,96324,,0.689,0.588,0.595,-9.71,8498.0,5349.0,55.88
1645,150301,证券股A,759,759,1.055,0.860,3258,3204,,0.973,0.962,0.971,0.31,132.0,128.0,100.72
1646,150302,证券股B,759,759,1.714,0.306,2467,1802,,1.714,1.342,1.4609999999999999,2.24,98.0,147.0,136.92
1647,150303,创业股A,8141,8141,1.008,0.919,132152,127693,,0.983,0.973,0.983,0.61,3032.0,2962.0,101.73
1648,150304,创业股B,8141,8141,1.149,0.243,335047,197856,,0.924,0.740,0.7929999999999999,8.33,16369.0,13603.0,73.45
1649,150305,养老A,224,224,1.004,0.893,1005,985,,0.980,0.893,0.897,-6.07,1.0,1.0,101.2
1650,150306,养老B,224,224,1.199,0.264,1034,593,,1.090,0.862,0.938,3.65,8.0,8.0,88.4
1651,150307,体育A,480,480,1.008,0.811,4962,4768,,0.966,0.941,0.955,1.17,204.0,194.0,101.0
1652,150308,体育B,480,480,1.198,0.270,725,543,,1.198,0.882,0.992,13.89,35.0,33.0,95.2
1653,150309,信息安A,189,189,1.085,0.861,559,548,,0.987,0.950,0.9540000000000001,-1.45,28.0,27.0,100.6
1654,150310,信息安B,189,189,1.428,0.313,779,506,,1.428,0.913,0.945,-2.17,96.0,99.0,91.0
1655,150311,智能A,259,259,1.014,0.836,827,789,,0.956,0.940,0.956,0.31,30.0,29.0,101.0
1656,150312,智能B,259,259,1.381,0.319,677,496,,1.123,0.850,0.934,14.18,117.0,111.0,82.0
1657,150315,工业4A,736,736,1.010,0.828,1551,1492,,0.956,0.940,0.9540000000000001,0.1,9.0,8.0,101.0
1658,150316,工业4B,736,736,1.200,0.285,2796,1682,,1.017,0.842,0.9279999999999999,10.61,77.0,73.0,83.8
1659,150317,E金融A,56,56,1.036,0.911,366,360,,1.036,0.965,1.036,6.26,7.0,7.0,100.6
1660,150318,E金融B,56,56,1.522,0.444,43,37,,1.522,1.046,1.2670000000000001,1.6,1.0,1.0,114.4
1661,150321,煤炭A基,2425,2425,1.229,0.936,6724,7133,,1.074,1.060,1.072,0.47,760.0,812.0,106.5
1662,150322,煤炭B基,2425,2425,1.596,0.668,4797,5388,,0.833,0.668,0.682,-14.75,296.0,226.0,67.3
1663,150323,环保A端,314,314,1.022,0.917,1701,1650,,1.022,1.001,1.022,1.29,161.0,162.0,104.45
1664,150324,环保B端,314,314,1.316,0.310,355,228,,0.568,0.433,0.469,8.31,17.0,9.0,38.33
1665,150325,高铁A端,239,239,1.019,0.856,3921,3851,,0.969,0.961,0.968,0.21,76.0,74.0,100.62
1666,150326,高铁B端,239,239,1.286,0.307,248,161,,1.286,1.013,1.149,4.26,5.0,5.0,109.66
1667,150327,新能A级,196,196,1.074,0.913,358,354,,1.020,1.001,1.01,-0.1,26.0,26.0,104.99
1668,150328,新能B级,196,196,1.347,0.377,314,297,,0.570,0.429,0.496,27.18,57.0,29.0,48.29
1669,150329,保险A,4265,4265,0.990,0.835,9819,8937,,0.988,0.977,0.987,0.3,806.0,792.0,104.3
1670,150330,保险B,4265,4265,2.046,1.100,22534,35095,,1.398,1.203,1.24,-5.34,1992.0,2632.0,117.5
1671,150335,军工股A,2433,2433,1.020,0.888,7088,6859,,1.020,1.011,1.02,0.59,699.0,709.0,105.4
1672,150336,军工股B,2433,2433,1.100,0.440,6353,5369,,0.570,0.449,0.499,5.5,535.0,271.0,45.2
1673,150343,证券A基,447,447,1.069,0.930,2079,2048,,0.975,0.965,0.9690000000000001,0.21,9.0,9.0,100.7
1674,150344,证券B基,447,447,1.752,0.350,609,489,,1.752,1.282,1.463,0.55,19.0,29.0,136.7
1675,159001,保证金,679,679,101.000,99.000,1000826,100082339,,100.003,99.999,100.0,0.0,233055.0,23305512.0,10000.0
1676,159003,招商快线,659,659,109.991,99.699,238862,23885966,,100.004,99.987,100.0,0.0,15504.0,1550437.0,10000.0
1677,159005,添富快钱,403,403,100.900,99.790,736139,73613931,,100.850,99.998,100.0,0.0,86547.0,8654741.0,10000.0
1678,159901,深100ETF,96697,96697,5.412,3.314,308529,1279194,,3.690,3.465,3.532,2.85,55973.0,199291.0,349.69
1679,159902,中 小 板,72693,72693,3.760,2.311,253111,797822,,2.606,2.408,2.4619999999999997,2.46,38437.0,96746.0,243.8
1680,159903,深成ETF,43615,43615,1.257,0.781,24518,24064,,0.876,0.816,0.838,3.2,3623.0,3066.0,82.86
1681,159905,深红利,49094,49094,1.990,1.227,87544,146511,,1.385,1.279,1.3319999999999999,4.72,3640.0,4859.0,131.64
1682,159906,深成长,14064,14064,1.139,0.669,1644,1411,,0.886,0.669,0.675,-19.35,844.0,607.0,67.0
1683,159907,中小300,17360,17360,1.580,0.938,4526,5428,,1.086,0.988,1.031,5.2,843.0,872.0,101.66
1684,159908,深F200,3423,3423,1.905,1.117,358,543,,1.428,1.154,1.272,-0.16,27.0,35.0,115.12
1685,159909,深TMT,1452,1452,5.670,3.182,639,2676,,3.688,3.328,3.405,2.13,119.0,414.0,336.98
1686,159910,深F120,38991,38991,2.179,1.299,9018,14858,,1.482,1.390,1.406,1.96,1247.0,1783.0,139.7
1687,159911,民营ETF,1227,1227,4.687,2.891,221,777,,3.502,2.971,3.073,-3.88,116.0,365.0,303.73
1688,159912,深300ETF,7355,7355,1.572,0.955,3034,3657,,1.055,0.982,1.005,-1.86,704.0,714.0,99.44
1689,159913,深价值,4033,4033,2.185,1.328,1506,2600,,1.449,1.356,1.383,1.17,127.0,178.0,139.2
1690,159915,创业板,1373945,1373945,1.810,1.136,13453607,19727857,,1.345,1.227,1.264,3.95,2076976.0,2668337.0,125.41
1691,159916,深F60,9957,9957,5.000,2.808,2797,10606,,3.130,2.957,3.043,2.49,71.0,215.0,301.25
1692,159918,中创400,9356,9356,1.820,1.065,842,1242,,1.270,1.151,1.198,4.72,111.0,134.0,118.85
1693,159919,300ETF,541361,541361,4.805,3.342,332516,1305034,,3.648,3.453,3.508,0.57,45944.0,163333.0,348.56
1694,159920,恒生ETF,282556,282556,1.725,1.320,7077575,10837155,,1.458,1.355,1.4340000000000002,6.78,653436.0,914141.0,142.59
1695,159922,500ETF,28348,28348,6.797,4.120,8288,42211,,4.908,4.468,4.5760000000000005,2.88,2438.0,11353.0,454.51
1696,159923,100ETF,2529,2529,2.322,1.367,13743,23599,,1.464,1.367,1.375,-3.64,293.0,412.0,137.6
1697,159925,南方300,87920,87920,1.850,1.281,4298,6713,,1.396,1.320,1.354,1.04,371.0,506.0,134.26
1698,159926,国债ETF,8,8,131.230,104.690,12,1287,,117.996,109.120,113.0,1.35,1.0,97.0,11291.0
1699,159928,消费ETF,82616,82616,2.650,1.616,42615,92179,,1.850,1.714,1.817,7.01,5530.0,9890.0,178.36
1700,159929,医药ETF,9320,9320,1.916,1.240,30978,49432,,1.385,1.307,1.3459999999999999,3.3,3293.0,4448.0,133.82
1701,159930,能源ETF,2240,2240,0.999,0.688,8054,6451,,0.776,0.688,0.691,-6.5,1023.0,744.0,68.5
1702,159931,金融ETF,1733,1733,1.930,1.360,1471,2420,,1.508,1.421,1.459,0.34,152.0,223.0,144.52
1703,159932,500深ETF,2051,2051,1.780,1.150,1487,2113,,1.260,1.163,1.1740000000000002,-0.25,339.0,412.0,119.5
1704,159933,金地ETF,20088,20088,2.185,1.516,300,558,,1.769,1.670,1.6869999999999998,-3.1,22.0,37.0,172.35
1705,159934,黄金ETF,35176,35176,2.775,2.582,181942,486860,,2.726,2.668,2.714,0.22,16953.0,45811.0,271.02
1706,159935,景顺500,19657,19657,1.710,1.127,608,814,,1.306,1.156,1.245,7.79,70.0,86.0,120.11
1707,159936,可选消费,20416,20416,1.761,1.050,823,1131,,1.211,1.078,1.11,2.49,69.0,78.0,111.83
1708,159937,博时黄金,108612,108612,2.809,2.596,505569,1360871,,2.745,2.686,2.733,0.26,33195.0,90337.0,272.87
1709,159938,广发医药,152228,152228,1.630,1.033,205982,269561,,1.187,1.097,1.1440000000000001,4.38,23542.0,27130.0,113.67
1710,159939,信息技术,47283,47283,1.164,0.702,79322,74427,,0.843,0.756,0.777,4.16,13249.0,10556.0,77.02
1711,159940,全指金融,38106,38106,1.112,0.763,7984,7426,,0.866,0.800,0.831,-1.19,320.0,269.0,83.27
1712,159941,纳指ETF,2305,2305,1.798,1.273,8133,12881,,1.623,1.470,1.555,0.26,1240.0,1917.0,157.37
1713,159942,中创100,1849,1849,2.062,1.255,1970,3005,,1.460,1.304,1.385,5.24,388.0,532.0,141.1
1714,159943,深证ETF,2634,2634,12.450,7.571,822,8759,,8.733,8.001,8.198,2.83,72.0,603.0,818.5
1715,159944,全指材料,2961,2961,1.000,0.606,2726,2326,,0.683,0.625,0.655,1.55,48.0,32.0,63.33
1716,159945,全指能源,4957,4957,0.856,0.621,5980,4562,,0.678,0.630,0.6509999999999999,-1.36,139.0,92.0,61.7
1717,159946,全指消费,532,532,1.388,0.868,5375,6763,,1.007,0.915,0.968,2.65,48.0,46.0,98.23
1718,159948,创业板EF,53870,53870,1.990,1.242,67146,108615,,1.477,1.338,1.376,3.61,11479.0,16019.0,136.86
1719,159949,创业板50,1872229,1872229,0.736,0.420,17543526,9812175,,0.508,0.458,0.47100000000000003,3.97,3660568.0,1765216.0,46.4
1720,159950,深成指EF,2100,2100,1.183,0.719,1307,1221,,0.819,0.756,0.769,1.59,224.0,176.0,77.35
1721,159951,中关村A,2282,2282,1.018,0.600,1794,1620,,0.740,0.641,0.6859999999999999,3.0,126.0,86.0,68.33
1722,159952,创业ETF,173658,173658,1.083,0.684,992222,870387,,0.814,0.739,0.764,4.23,173142.0,134394.0,75.6
1723,159953,工业ETF,3117,3117,0.983,0.599,1767,1429,,0.741,0.619,0.67,8.77,80.0,52.0,65.91
1724,159954,H股ETF,17511,17511,1.069,0.909,98797,97779,,0.985,0.932,0.972,5.31,5307.0,5086.0,97.01
1725,159955,创业板E,5363,5363,1.043,0.646,31588,28096,,0.764,0.697,0.7170000000000001,4.22,2835.0,2076.0,71.01
1726,159956,创业板F,6798,6798,1.075,0.680,44616,44956,,0.798,0.706,0.754,5.6,920.0,700.0,74.33
1727,159957,创业板HX,11878,11878,1.092,0.689,78784,75247,,0.824,0.690,0.7759999999999999,3.88,5478.0,4312.0,76.86
1728,159958,创业板ET,31271,31271,1.100,0.689,145707,134064,,0.815,0.743,0.768,4.35,18439.0,14350.0,75.92
1729,159960,恒生国企,50457,50457,1.010,0.900,2712,2623,,1.010,0.918,0.991,5.2,1709.0,1665.0,98.83
1730,160105,南方积配,2150,2150,1.149,0.802,578,588,,0.866,0.805,0.821,0.98,47.0,39.0,79.41
1731,160106,南方高增,6682,6682,1.385,0.829,2515,2736,,0.942,0.846,0.885,5.48,353.0,316.0,87.45
1732,160119,南方500,6437,6437,1.580,1.012,8815,11309,,1.185,1.092,1.123,2.93,1803.0,2059.0,110.87
1733,160125,南方香港,3520,3520,1.128,0.871,3147,3296,,1.044,0.886,0.9620000000000001,6.3,81.0,77.0,97.07
1734,160128,南方金利,1839,1839,1.048,0.914,3014,3031,,1.048,0.999,1.041,4.31,130.0,133.0,104.7
